"Motivo del rechazo";"Campaña";"Fecha de presupuesto";"Nº documento";"Tercero";"Descripción";"Imp. total líneas";"Importe total";"Proyecto";"Estado doc.";"Coste Materiales Previstos";"Horas Previstas";"Creado por"
"";"";"28-08-2025";"PT/25853";"ESMA PROYECTOS";"FURGONETA SEPTIEMBRE 2025";472,18;571,34;"250359/60/61/62/63/65/66/71/72 - ESMA - DESFILES VARIOS";"Cerrado - Pedido creado";25;4;"AURELIO PULIDO"
"DUPLICADO";"";"28-08-2025";"PT/25852";"ESMA PROYECTOS";"PALACIO CRISTAL PdH";17614,35;21313,36;"";"Cerrado - Rechazado";7910;16;"AURELIO PULIDO"
"";"";"28-08-2025";"PT/25851";"ORANGE ESPAGNE";"ID 55124 ESTEPA MOVIL, ESTEPA, SEVILLA ...... A MEDIDA";1559,10;1886,51;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"27-08-2025";"PT/25850";"MOTORTOWN";"PARKING MT POZUELO";651,36;788,15;"";"Cerrado - Pedido creado";;10;"AURELIO PULIDO"
"";"";"27-08-2025";"PT/25849";"ORANGE ESPAÑA VIRTUAL S.L.U.";"29918 SINGH TELECOM, SANT HILARI DE SACALM, GIRONA  .... REVISITA ""COSTE 0""";0,00;0,00;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"27-08-2025";"PT/25848";"MOTORTOWN";"EXTRAS EL BERCIAL";638,00;771,98;"250369/439 - MOTORTOWN - PICTOGRAMAS EL BERCIAL";"Cerrado - Pedido creado";0;4;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"27-08-2025";"PT/25847";"AVGVST JEWELRY GMBH";"SIGN FOR SPIRAL STRUCTURE";21507,00;21507,00;"";"Cerrado - Rechazado";7000;80;"ADALBERTO"
"";"";"27-08-2025";"PT/25846";"ERALOGISTIC PERSONAL";"OFICINAS VANTAGE TOWERS FASE 1";2082,34;2519,63;"250348/87/404/511 - ERAL - OFICINA VANTAGE TOWERS";"Cerrado - Pedido creado";210;4;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"26-08-2025";"PT/25845";"INSTITUCION FERIAL DE MADRID";"PALACIO DE CRISTAL";2500,32;3025,39;"";"Cerrado - Rechazado";390;40;"AURELIO PULIDO"
"";"";"26-08-2025";"PT/25844";"MOTORTOWN";"FACHADA EXTERIOR MOTORTOWN ECI EL BERCIAL";667,62;807,82;"250369/439 - MOTORTOWN - PICTOGRAMAS EL BERCIAL";"Cerrado - Pedido creado";180;6;"AURELIO PULIDO"
"";"";"25-08-2025";"PT/25843";"QUIERO LA DATA, S.L.";"ARREGLO MESA DJ AMBIENTACION JD ";612,01;740,53;"250342/43 - QUIERO LA DATA - ELEMENTOS JD";"Cerrado - Pedido creado";90;8;"AURELIO PULIDO"
"";"";"25-08-2025";"PT/25842";"HERMES INTERNACIONAL PORTUGAL";"ESCAPARATES HERMES LUCA SEP 2025 LISBOA";15982,90;15982,90;"";"Cerrado - Pedido creado";1000;60;"ADALBERTO"
"";"";"25-08-2025";"PT/25841";"HERMES IBERICA";"ESCAPARATES HERMES LUCA SEP 2025 ORTEGA,  MARBELLA";23415,10;28332,27;"";"Cerrado - Pedido creado";3000;150;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"25-08-2025";"PT/25840";"QUIERO LA DATA, S.L.";"EXHIBIDOR DE MADERA";468,09;566,39;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"25-08-2025";"PT/25839";"QUIERO LA DATA, S.L.";"ESTRUCTURA METACRILATO";369,44;447,02;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"25-08-2025";"PT/25838";"QUIERO LA DATA, S.L.";"MOBILIARIO JD";3093,45;3743,07;"250342/43 - QUIERO LA DATA - ELEMENTOS JD";"Cerrado - Pedido creado";930;16;"AURELIO PULIDO"
"";"";"25-08-2025";"PT/25837";"ORANGE ESPAGNE";"ID 56576 EVOLUTION MOBILE, ALICANTE ...... A MEDIDA";1993,21;2411,78;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"25-08-2025";"PT/25836";"CHEIL SPAIN S.L.";"COLUMNAS GLOBOS";1606,18;1943,48;"250350 - CHEIL - COLUMNAS GLOBOS";"Cerrado - Pedido creado";230;4;"AURELIO PULIDO"
"";"";"25-08-2025";"PT/25835";"GIORGIO ARMANI RETAIL SUCURSAL";"COMERCIAL PLAZA RIO 2";453,60;548,86;"";"Cerrado - Pedido creado";1;8;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"22-08-2025";"PT/25834";"MOTORTOWN";"ECI JEREZ MOSTRADORES";240,65;291,19;"";"Cerrado - Rechazado";0;2;"MARIA ANTON DUARTE"
"TIENEN OTRA OFERTA MEJOR";"";"21-08-2025";"PT/25833";"CHEIL SPAIN S.L.";"LANZAMIENTO TAB S11/S10 LITE";4212,00;5096,52;"";"Cerrado - Rechazado";40;1;"BELEN ESPEJO"
"";"";"21-08-2025";"PT/25832";"CHEIL SPAIN S.L.";"LANZAMIENTO TAB S11/S10 LITE";4403,28;5327,97;"250337 - CHEIL - PROTOTIPO LANZAMIENTO TAB S11/S10 LITE";"Cerrado - Pedido creado";40;1;"MARIA"
"";"";"21-08-2025";"PT/25831";"ERICH BRODHEIM";"WINTER CAMPAIGN - LISBON WINDOWS SEPTIEMBRE 25";1528,72;1799,62;"";"Cerrado - Pedido creado";330;0;"MARIA ANTON DUARTE"
"";"";"21-08-2025";"PT/25830";"ERICH BRODHEIM";"WINTER CAMPAIGN - PORTO WINDOWS SEPTIEMBRE 25";2073,31;2350,51;"240182 - BURBERRY - GRAFICA BARCELONA MARZO";"Cerrado - Pedido creado";185;0;"MARIA ANTON DUARTE"
"DUPLICADO";"";"19-08-2025";"PT/25829";"ESMA EVENTS S.L.";"ESTRUCTURA TOTEMS SIMORRA";7066,50;8550,47;"";"Cerrado - Rechazado";1;1;"BELEN ESPEJO"
"NO TIENEN PRESUPUESTO";"";"20-08-2025";"PT/25828";"ESMA EVENTS S.L.";"FELY CAMPO MBFWM";11721,20;14182,65;"";"Cerrado - Rechazado";1;1;"BELEN ESPEJO"
"";"";"20-08-2025";"PT/25827";"ORANGE ESPAGNE";"ID 45930 CAPARROS INFORMÁTICA, MANZANARES, CIUDAD REAL ...... A MEDIDA";1867,42;2259,58;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"DUPLICADO";"";"20-08-2025";"PT/25826";"INSTITUCION FERIAL DE MADRID";"FELY CAMPO MBFWM";37960,00;45931,60;"";"Cerrado - Rechazado";1;1;"MARIA"
"DUPLICADO";"";"19-08-2025";"PT/25825";"VAMPIRE STUDIO S.L.";"YO PRO CALLAO";25598,15;30973,76;"";"Cerrado - Rechazado";13570,5;50;"BELEN ESPEJO"
"";"";"19-08-2025";"PT/25824";"BURBERRY SPAIN RETAIL";"WINTER CAMPAIGN BARCELONA SEPTIEMBRE";2908,42;3519,19;"";"Cerrado - Pedido creado";620;1;"MARIA ANTON DUARTE"
"";"";"10-07-2025";"PT/25823";"RALPH LAUREN ESPAÑA S.L.";"VINYL MARBELLA CART";940,00;940,00;"";"Cerrado - Pedido creado";350;2;"BELEN ESPEJO"
"NO TIENEN PRESUPUESTO";"";"14-08-2025";"PT/25822";"INTERNATIONAL BON TON TOYS B.V";"FURNITURE EL CORTE INGLES";109184,24;109184,24;"";"Cerrado - Rechazado";55000;175;"LAURA MUÑOZ"
"TIENEN OTRA OFERTA MEJOR";"";"07-08-2025";"PT/25821";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"EVENTO RESERVE MARBELLA";101237,68;122497,59;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"TIENEN OTRA OFERTA MEJOR";"";"13-08-2025";"PT/25820";"CARNICAS JOSELITO S.L";"DISEÑO PLV";7020,00;8494,20;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"";"";"13-08-2025";"PT/25819";"ERICH BRODHEIM";"REPAIR LIGHTBOX - WINDOW LISBON";4410,00;4709,25;"250498 - ERICH BRODHEIM - NEW LIGHTBOX LISBON";"Cerrado - Pedido creado";3150;1;"MARIA"
"TIENEN OTRA OFERTA MEJOR";"";"13-08-2025";"PT/25818";"SERINT GRUPO HMY";"VINILO NINJA FORMACION ALCORCON";1199,00;1450,79;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"";"";"12-08-2025";"PT/25817";"MANOLO BAKES";"CAJAS ESCENOGRAFIA";3588,50;4342,09;"250330 - MANOLO BAKES - CUBOS ";"Cerrado - Pedido creado";700;34;"LAURA MUÑOZ"
"";"";"12-08-2025";"PT/25816";"LOUIS VUITTON";"BOX BERNABEU";1565,00;1893,65;"250328 - LOUIS VUITTON - PALCO BERNABEU";"Cerrado - Pedido creado";160;1;"LAURA MUÑOZ"
"";"";"11-08-2025";"PT/25815";"ORANGE ESPAGNE";"ID 58855 ZETATEL, VALENCIA ...... A MEDIDA";2636,31;3189,94;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"DUPLICADO";"";"19-08-2025";"PT/25814";"INSTITUCION FERIAL DE MADRID";"ESTRUCTURA TOTEMS SIMORRA";7066,50;8550,47;"";"Cerrado - Rechazado";1;1;"MARIA"
"DUPLICADO";"";"08-08-2025";"PT/25813";"STELLA MCCARTNEY SPAIN";"BACKLIGHT UV PRINTED MADRID BOUTIQUE'S LIGHTBOX AUG 25";270,20;326,94;"";"Cerrado - Rechazado";15;4;"LAURA MUÑOZ"
"TIENEN OTRA OFERTA MEJOR";"";"08-08-2025";"PT/25812";"CHEIL SPAIN S.L.";"ENTREGA MATERIAL CBL";48,92;59,19;"250280/307 - CHEIL - LANZAMIENTO Q7B7";"Cerrado - Pedido creado";8,38;1;"MARIA"
"DUPLICADO";"";"07-08-2025";"PT/25811";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"EVENTO RESERVE MARBELLA";99958,50;120949,79;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"";"";"07-08-2025";"PT/25810";"ORANGE ESPAGNE";"ENVÍO ELEMENTOS ""GESTIÓN DIRECTA EQUIPO INMA""";117,36;142,01;"";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"07-08-2025";"PT/25809";"ORANGE ESPAGNE";"55889 JCC MOBILE, MOGUER, HUELVA ...... A MEDIDA";2036,69;2464,39;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"06-08-2025";"PT/25808";"IDONEA COMUNICACION, S.L.";"SEPHORA DIESEÑO Y DESARROLLO TECNICO EVENTO OCT 25";8320,00;10067,20;"";"Cerrado - Rechazado";1;150;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"06-08-2025";"PT/25807";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"MIU MIU POP UP MADRID";151270,50;183037,31;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"";"";"06-08-2025";"PT/25806";"ORANGE ESPAGNE";"56166 CONECTA 360, LEGANÉS, MADRID ...... A MEDIDA";1064,77;1288,37;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"06-08-2025";"PT/25805";"LHB - LUCA GIUSEPPE BRUCCULERI";"ESCAPARATES HERMES SEP 2025";2761,50;3341,42;"";"Cerrado - Pedido creado";100;20;"ADALBERTO"
"";"";"06-08-2025";"PT/25804";"SERINT GRUPO HMY";"REPARACION ARCO VODAFONE ONDARA";4962,25;6004,32;"";"Bajo evaluación";1;1;"LAURA MUÑOZ"
"NO TIENEN PRESUPUESTO";"";"06-08-2025";"PT/25803";"NOMAKA AG";"NK STOCKHOLM OCT 2025";44340,00;44340,00;"";"Cerrado - Rechazado";1;1;"ADALBERTO"
"";"";"05-08-2025";"PT/25802";"ORANGE ESPAGNE";"2º PROTOTIPO BANDEROLA SUPREME PVC 4 MARCAS (PRESUPUESTO 0)";0,00;0,00;"";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"DUPLICADO";"";"10-09-2025";"PT/25801";"IDONEA COMUNICACION, S.L.";"EVENTO NEW BALANCE MADRID";42431,96;51342,67;"";"Cerrado - Rechazado";12600;295;"ADALBERTO"
"";"";"04-08-2025";"PT/25800";"SUAREZ";"TRASERA JACOB & CO PUENTE ROMANO";112,57;136,21;"250321-353-357 - SUAREZ - TRASERAS JACOB & CO";"Cerrado - Pedido creado";20;2;"MARIA"
"";"";"31-07-2025";"PT/25799";"LOUIS VUITTON";"CUBRIMIENTO DE CRISTALES CON COMPOSITE ESCAPARATES MARBELLA CLUB";2421,00;2929,41;"";"Cerrado - Pedido creado";619;10;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"31-07-2025";"PT/25798";"LOUIS VUITTON";"TOMA DE MEDIDAS CRISTALES MARBELLA";950,00;1149,50;"";"Cerrado - Rechazado";200;14;"ADALBERTO"
"";"";"31-07-2025";"PT/25797";"ORANGE ESPAGNE";"ID 44704 ALMA INFORMÁTICA, TORRE DEL MAR, MÁLAGA ...... A MEDIDA";1859,52;2250,02;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"NO TIENEN PRESUPUESTO";"";"31-07-2025";"PT/25796";"BORROMEI, S.L.";"TOTEMS PERSOL";6080,50;7357,41;"";"Cerrado - Rechazado";1;1;"ADALBERTO"
"";"";"30-07-2025";"PT/25795";"SUAREZ";"TOTEMS ESCAPARATES ARABIA";3799,50;4597,40;"250327 - SUAREZ - TOTEMS ESCAPARATES ARABIA";"Cerrado - Pedido creado";700;33;"LAURA MUÑOZ"
"DUPLICADO";"";"30-07-2025";"PT/25794";"COCONUT TIME EXPERIENCES, S.L.";"VACHERON EVENT FOUR SEASON";30808,35;37278,10;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"14-05-2025";"PT/25793";"LOUIS VUITTON";"VINILOS TRAVEL AGOSTO  2025";484,52;586,27;"";"Cerrado - Pedido creado";100;4;"ADALBERTO"
"";"";"29-07-2025";"PT/25792";"ORANGE ESPAGNE";"ID 54142 LA PLAZUELA DE MAÑOSA, CEBOLLA, TOLEDO ...... A MEDIDA";420,00;508,20;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"29-07-2025";"PT/25791";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"VALLA DE OBRA HOFF VELAZQUEZ VINILO METALIZADO MATE + LETRAS EN VINILO METAL BRILLO";4187,60;5067,00;"";"Cerrado - Rechazado";811;40;"ADALBERTO"
"";"";"29-07-2025";"PT/25790";"J.CHOO LIMITED";"AUTUMN WINDOW MUNICH 2025";2545,00;2545,00;"";"Cerrado - Pedido creado";600;16;"ADALBERTO"
"SIN RESPUESTA DE CLIENTE";"";"28-07-2025";"PT/25789";"ANTOJO EVENTOS, S.L.";"PEANAS GALERIA VILLAZAN";1410,00;1706,10;"";"Cerrado - Rechazado";240;12;"ADALBERTO"
"";"";"28-07-2025";"PT/25788";"ORANGE ESPAGNE";"58839 SMART CENTER, SESTAO, BIZKAIA ..... PANEL NEGRO TOP PREMIUM DAÑADO EN EL ENVÍO";0,00;0,00;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"28-07-2025";"PT/25787";"ESMA EVENTS S.L.";"TENDAM QUINTA DEL JARAMA";1180,56;1428,48;"250314 - ESMA - EVENTO QUINTA DEL JARAMA";"Cerrado - Pedido creado";172;0;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"28-07-2025";"PT/25786";"SERINT GRUPO HMY";"VINILO DE OBRA MANGO CC LUZ DEL TAJO";2970,00;3593,70;"";"Cerrado - Rechazado";700;30;"ADALBERTO"
"";"";"24-07-2025";"PT/25785";"ORANGE ESPAGNE";"AGRUPACION DE PEDIDOS";14865,34;17987,06;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"BELEN ESPEJO"
"TIENEN OTRA OFERTA MEJOR";"";"23-07-2025";"PT/25784";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"VALLA DE OBRA HOFF VELAZQUEZ FORRADO MADERA  + CORPOREAS";10468,13;12666,44;"";"Cerrado - Rechazado";3357,13;60;"ADALBERTO"
"";"";"20-06-2025";"PT/25783";"INSTITUCION FERIAL DE MADRID";"SOPORTES ESPEJOS";14899,95;18028,94;"";"Cerrado - Pedido creado";2160;48;"AURELIO PULIDO"
"DUPLICADO";"";"23-07-2025";"PT/25782";"ORANGE ESPAÑA VIRTUAL S.L.U.";"58662 PUNTO MÁS, CHURRIANA DE LA VEGA, GRANADA .... A MEDIDA";1692,41;2047,82;"";"Cerrado - Rechazado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"23-07-2025";"PT/25781";"MOTORTOWN";"ECI SANTIAGO DE COMPOSTELA FACHADA";24816,85;30028,39;"";"Bajo evaluación";14500;104;"MARIA ANTON DUARTE"
"TIENEN OTRA OFERTA MEJOR";"";"23-07-2025";"PT/25780";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"VALLA DE OBRA HOFF VELAZQUEZ FORRADO COMPOSITE + CORPOREAS";11227,50;13585,28;"";"Cerrado - Rechazado";3695;60;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"23-07-2025";"PT/25779";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"VALLA DE OBRA HOFF VELAZQUEZ PINTURA + VINILO";3307,00;4001,47;"";"Cerrado - Rechazado";811;25;"ADALBERTO"
"DUPLICADO";"";"21-07-2025";"PT/25778";"VIVELIBRE, S.L.";"TOTEM RELOJ";17849,58;21597,99;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"21-07-2025";"PT/25777";"CHEIL SPAIN S.L.";"LANZAMIENTO Q7B7";6861,36;8302,25;"250280/307 - CHEIL - LANZAMIENTO Q7B7";"Cerrado - Pedido creado";220;3;"AURELIO PULIDO"
"DUPLICADO";"";"18-07-2025";"PT/25776";"ORANGE ESPAÑA VIRTUAL S.L.U.";"56395 BACOCO TELECOMUNICACIONES, JAÉN .... A MEDIDA";2170,40;2626,18;"";"Cerrado - Rechazado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"18-07-2025";"PT/25775";"RETOLS MARTORELL, S.L.";"ROTULACIÓN FURGONETAS";618,00;747,78;"";"Cerrado - Rechazado";;12;"MARIA ANTON DUARTE"
"";"";"18-07-2025";"PT/25774";"JOSE MENENDEZ S.L.";"POSTER";24,50;29,65;"";"Cerrado - Pedido creado";1,2;1;"BELEN ESPEJO"
"TIENEN OTRA OFERTA MEJOR";"";"18-07-2025";"PT/25773";"BURBERRY SPAIN RETAIL";"GRAPHIC BARCELONA SEPTEMBER 25";254,60;308,07;"";"Cerrado - Rechazado";780;10;"MARIA ANTON DUARTE"
"";"";"08-07-2025";"PT/25772";"SUAREZ";"ELEMENTOS SHOOTING MADRID ";354,50;428,95;"250292 - SUAREZ - TOTEMS SHOOTING";"Cerrado - Pedido creado";10;4;"ADALBERTO"
"";"";"17-07-2025";"PT/25771";"ORANGE ESPAGNE";"ELEMENTOS PARA STOCK SIMYO, MASMOVIL, JAZZTEL, PEPEPHONE";34825,00;42138,25;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"BELEN ESPEJO"
"DUPLICADO";"";"17-07-2025";"PT/25770";"ORANGE ESPAÑA VIRTUAL S.L.U.";"57280 - PELIGROS, GRANADA ..... CARTEL A MEDIDA";52,45;63,46;"";"Cerrado - Rechazado";1;1;"MARIA ANTON DUARTE"
"TIENEN OTRA OFERTA MEJOR";"";"17-07-2025";"PT/25769";"QUIERO LA DATA, S.L.";"VALLA JD";2108,34;2551,09;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"NO TIENEN PRESUPUESTO";"";"16-07-2025";"PT/25768";"LAMACA EVENTS S.L.";"EVENTO CASTELLANA";17354,69;20999,17;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"10-07-2025";"PT/25767";"EMEDEC";"RENOVACIÓN OFICINA";71805,04;86884,10;"";"Cerrado - Pedido creado";4746,48;496;"SOFIA QUINTAS"
"";"";"15-07-2025";"PT/25766";"ORANGE ESPAÑA VIRTUAL S.L.U.";"38974 SONIMOVIL, EL CUERVO, SEVILLA .... A MEDIDA";1801,62;2179,96;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"14-07-2025";"PT/25765";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ENVIO ELEMENTOS ""EQUIPO DE GESTIÓN DIRECTA""";78,24;94,67;"";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"14-07-2025";"PT/25764";"ESMA EVENTS S.L.";"PALACIO LIRIA";19607,22;23724,74;"";"Cerrado - Pedido creado";3900;40;"BELEN ESPEJO"
"DUPLICADO";"";"14-07-2025";"PT/25763";"ORANGE ESPAÑA VIRTUAL S.L.U.";"58839 SMART CENTER, SESTAO, BIZKAIA ..... A MEDIDA";1956,22;2367,03;"";"Cerrado - Rechazado";1;1;"PILAR GOMEZ"
"";"";"14-07-2025";"PT/25762";"TOSKANI, S.L.";"FONDO STUDIO VIDEO GRANOLLERS";7489,10;9061,81;"";"Cerrado - Pedido creado";1547;77;"ADALBERTO"
"";"";"11-07-2025";"PT/25761";"HERMES IBERICA";"LIMPIEZA ESCAPARTAES MARBELLA JULIO Y AGOSTO 25";1224,00;1481,04;"";"Cerrado - Pedido creado";400;1;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"10-07-2025";"PT/25760";"SERINT GRUPO HMY";"VINILO DE OBRA MANGO PARQUESUR";3295,00;3986,95;"";"Cerrado - Rechazado";700;30;"ADALBERTO"
"";"";"08-07-2025";"PT/25759";"ESMA EVENTS S.L.";"EVENTO TENDAM";3873,85;4687,36;"";"Cerrado - Pedido creado";490;4;"AURELIO PULIDO"
"SIN RESPUESTA DE CLIENTE";"";"10-07-2025";"PT/25758";"GUERNICA INVESTMENTS, S.L.";"DISEÑO ESCAPARATES LA CHINATA CHUECA";4050,00;4900,50;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"";"";"10-07-2025";"PT/25757";"SUAREZ";"MUESTRA NAVIDAD 25";0,00;0,00;"250463 - SUAREZ - NAVIDAD 25";"Cerrado - Pedido creado";1;1;"MARIA"
"";"";"10-07-2025";"PT/25756";"SUAREZ";"MUESTRA TAQUERÍA HORIZONTAL";0,00;0,00;"250364 - SUAREZ - PROTOTIPO TAQUERIA HORIZONTAL";"Cerrado - Pedido creado";1;1;"BELEN ESPEJO"
"TIENEN OTRA OFERTA MEJOR";"";"10-07-2025";"PT/25755";"DAILYMOTION ADVERTISING SAS";"PHOTOCALL";1217,76;1217,76;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"DUPLICADO";"";"10-07-2025";"PT/25754";"EMEDEC";"RENOVACIÓN OFICINA";86845,08;105082,55;"";"Cerrado - Rechazado";4746,48;496;"SOFIA QUINTAS"
"";"";"10-07-2025";"PT/25753";"RALPH LAUREN EUROPE SARL";"VINYL MARBELLA CART";940,00;940,00;"";"Cerrado - Pedido creado";350;2;"ADALBERTO"
"NO TIENEN PRESUPUESTO";"";"09-07-2025";"PT/25752";"NOMAKA AG";"NK STOCKHOLM SEP 2025";201935,10;201935,10;"";"Cerrado - Rechazado";1;1;"ADALBERTO"
"DUPLICADO";"";"08-07-2025";"PT/25751";"ESMA PROYECTOS";"EVENTO TENDAM";3873,85;4687,36;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"08-07-2025";"PT/25750";"CHEIL SPAIN S.L.";"SOPORTE FRENO RULETA";284,21;343,89;"";"Cerrado - Pedido creado";25;3;"AURELIO PULIDO"
"";"";"08-07-2025";"PT/25749";"INSTORE 360 LTD";"DIOR WINTER 2025";122726,68;122726,68;"";"Cerrado - Pedido creado";1;1;"ADALBERTO"
"";"";"08-07-2025";"PT/25748";"INSTORE 360 LTD";"DIOR FALL 2025";147018,28;147018,28;"";"Cerrado - Pedido creado";1;1;"ADALBERTO"
"";"";"08-07-2025";"PT/25747";"SUAREZ";"TOTEMS SHOOTING ARABIA";641,50;776,22;"250292 - SUAREZ - TOTEMS SHOOTING";"Cerrado - Pedido creado";1010;12;"LAURA MUÑOZ"
"";"";"08-07-2025";"PT/25746";"COCONUT TIME EXPERIENCES, S.L.";"SOPORTE MENU ECI SANTANDER";207,52;251,10;"";"Cerrado - Pedido creado";25;2;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"19-11-2025";"PT/25745";"EVENTMEDIA PRODUCCIONES SL";"EVENTO CINFA ESPACIO RASTRO 2027";262973,02;318197,35;"";"Bajo evaluación";82500;2100;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"04-07-2025";"PT/25744";"DOBLEMENTE MEDIA, S.L";"JOHNNIE WALKER TEATRO ESLAVA";949,34;1148,70;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"03-07-2025";"PT/25743";"QUIERO LA DATA, S.L.";"BASE METACRILATO";158,66;191,98;"";"Cerrado - Rechazado";20;0;"AURELIO PULIDO"
"";"";"03-07-2025";"PT/25742";"ESMA PROYECTOS";"AMPLIACION HANGAR AEROPUERTO";715,19;865,38;"";"Cerrado - Pedido creado";56;2;"AURELIO PULIDO"
"DUPLICADO";"";"03-07-2025";"PT/25741";"ACTIMUNDI";"AMPLIACION HANGAR AEROPUERTO";715,19;865,38;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"03-07-2025";"PT/25740";"ACTIMUNDI";"AMPLIACION SCANDAL";4759,71;5759,25;"250278 - ACTIMUNDI - SCANDAL JPG";"Cerrado - Pedido creado";580;20;"AURELIO PULIDO"
"";"";"02-07-2025";"PT/25739";"BURBERRY SPAIN RETAIL";"BARCELONA WINTER 25 KIDS JULIO";1033,63;1250,69;"250283 - BURBERRY - BARCELONA WINTER 25 KIDS JULIO";"Cerrado - Pedido creado";780;6;"MARIA ANTON DUARTE"
"";"";"02-07-2025";"PT/25738";"ORANGE ESPAÑA VIRTUAL S.L.U.";"60195 FUTURMOVIL MÚSICO GINÉS, VALENCIA ..... A MEDIDA";2589,84;3133,71;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"02-07-2025";"PT/25737";"GIORGIO ARMANI RETAIL SUCURSAL";"SOFT POP UP FW 2025 BILBAO VALENCIA SANTANDER";32274,60;39052,27;"";"Cerrado - Rechazado";5015;180;"ADALBERTO"
"DUPLICADO";"";"01-07-2025";"PT/25736";"ERALOGISTIC PERSONAL";"OFICINAS VANTAGE TOWERS";2338,19;2829,21;"";"Cerrado - Rechazado";290;6;"AURELIO PULIDO"
"";"";"01-07-2025";"PT/25735";"ESMA PROYECTOS";"HANGAR AEROPUERTO";1911,76;2313,23;"250274/82 - ESMA - HANGAR AEROPUERTO";"Cerrado - Pedido creado";180;6;"BELEN ESPEJO"
